logFC	logCPM	F	PValue	FDR
SUN1	-1.35087022306553	7.4748476515293	20.3650138370852	0.00162150103196817	0.0401722031151026
UBE2N	1.46688572456225	6.90239565514219	20.3600771585951	0.00162273866569188	0.0401722031151026
FAM196A	3.4182124403063	1.60873804019513	20.3408574889368	0.00162756818786038	0.0401722031151026
C11orf24	1.54268591877699	5.64404732298401	20.3388693471856	0.00162806878020768	0.0401722031151026
PCK2	-1.55511087799282	6.96522368255929	20.3274862990635	0.00163093856836651	0.0401722031151026
PKIA	2.08557675994281	3.31582105042966	20.3113972786081	0.00163500543810894	0.0401722031151026
MYOM1	-4.787505225946	0.885863309504817	20.3078305822229	0.00163590869668921	0.0401722031151026
FKBP1A	1.35717253605185	5.17453690970683	20.2658953028382	0.00164657504610929	0.0403650132243647
JAZF1	-1.37965588254613	6.08452289969874	20.2254623526433	0.0016569406585654	0.0404641139619045
CLSPN	3.84767309158912	2.0033393752292	20.2122870348345	0.00166033574082059	0.0404641139619045
DCBLD2	1.5422234154079	8.54046942999828	20.1978965231339	0.00166405377537719	0.0404641139619045
SNRPA	1.440401772169	5.77880511719386	20.1878468353968	0.0016666563784952	0.0404641139619045
ATP6V0B	1.67706554503573	6.60412798875479	20.1864972170198	0.00166700627643018	0.0404641139619045
SRSF5	-1.46251062104372	7.92822017644323	20.1844122849529	0.00166754698776135	0.0404641139619045
SLC35E1	1.3706506876347	5.04052988004738	20.1605746773313	0.00167374450160425	0.0405458950971393
LIMCH1	-1.38121834718329	6.62168523467	20.0972772150829	0.00169033963328195	0.0408788544365877
GNG2	1.82393819226187	5.48903922833953	20.0804543328619	0.00169478431859522	0.0409173432878351
MAPT	-3.18027886266319	1.97974369751335	20.0532917891823	0.00170199127980121	0.0410222805775279
NTRK3	4.41156168013201	3.07579655264228	20.0301287201231	0.00170816697164313	0.0411020512421715
PRSS12	-1.47534334694818	6.95010532910352	19.9336742170606	0.00173418277349187	0.0416318314194283
ACVR2A	-1.80176605233603	5.70988105303206	19.9250475987288	0.00173653330078774	0.0416318314194283
CERK	1.41357396806144	5.978602902834	19.9164011622578	0.00173889317483004	0.0416318314194283
RBM14	1.45043591998545	6.13943345223641	19.8212096645	0.00176513730309028	0.0420586968143878
EARS2	1.3789710400528	5.99488266725202	19.817942511514	0.00176604669745685	0.0420586968143878
EFNB1	-1.73988459151192	3.24557879259724	19.8129943925571	0.00176742508093691	0.0420586968143878
IL15	-1.67615953231022	3.88177894930316	19.8093050427681	0.00176845367680607	0.0420586968143878
RCAN1	1.5740641312376	7.80286737985782	19.7634641019625	0.00178129602621613	0.0422606463424614
C11orf82	2.9639425534308	2.10259360408145	19.7579846496894	0.00178283878649949	0.0422606463424614
NYNRIN	-2.74015268260664	2.45173895054744	19.7320917017146	0.00179015139163044	0.0423353608898593
MSMO1	-1.31409980894776	7.00360467368215	19.7259376153583	0.00179189485113623	0.0423353608898593
PRICKLE1	-1.51825254054317	5.77727997945673	19.7136643053474	0.00179537815536713	0.0423478916548027
MIOS	1.47005197770407	5.40389435050747	19.6966140522977	0.00180023109105535	0.0423926339520933
TPST2	1.47852418001645	6.69577453831697	19.6788906671696	0.00180529279058108	0.0424421375569234
DCHS2	-3.44171841731898	1.55669326673389	19.6441762366984	0.00181525803579644	0.0425230582730422
KRT15	4.31859571011817	1.27394916566419	19.6430909990326	0.00181557066087181	0.0425230582730422
CHD6	-1.3841005657293	6.38990372334906	19.6359473286828	0.00181763020161599	0.0425230582730422
LDB1	-1.29259467979363	6.77222403296529	19.6200717726118	0.00182221750465869	0.0425609466356845
DOCK2	1.96745208688243	2.8030988436021	19.547379726161	0.00184340558142559	0.0429858202328852
RFC2	1.65195366554742	3.85774725246015	19.5132213289016	0.00185346696420541	0.0430815999740385
NEO1	-1.64687969989049	6.07213680374581	19.5130379004091	0.00185352117592788	0.0430815999740385
IRAK1	1.34007287900993	7.97591832753451	19.4878600914912	0.0018609810070403	0.0430890754066521
CCT4	1.36255656035616	7.78680133173445	19.482899959221	0.00186245499113361	0.0430890754066521
GALNT10	1.33739077213718	8.33537915681195	19.4760750199216	0.00186448548925174	0.0430890754066521
PYCRL	2.14682143559378	4.05372583966407	19.4714560887349	0.00186586122498647	0.0430890754066521
ANXA3	-2.9559222257761	1.59883601249074	19.4160034949377	0.00188247584795159	0.0433199925321417
C1orf167	-2.2343011146111	2.52945057363447	19.4048640136942	0.00188583543807936	0.0433199925321417
NAT10	1.30969961705012	6.10418321183353	19.4033879733188	0.00188628115668952	0.0433199925321417
CDH8	-2.98160301905663	3.5286150142887	19.3960465228174	0.00188849998073473	0.0433199925321417
GOSR2	1.34300296034299	5.29141857067855	19.3879061197286	0.00189096404191623	0.0433199925321417
TCEB3	1.30149637785991	7.42721364960929	19.3745072392215	0.00189502846687151	0.0433438648220165
ETS1	1.40404676110429	6.03644911843202	19.3539953941404	0.00190127145425526	0.0433659205012329
FMNL3	1.31688344273716	5.24674020312243	19.3514741127153	0.00190204058261457	0.0433659205012329
CLIP4	-1.85165837595926	6.15145446100371	19.3188584453079	0.00191202484352934	0.0434567211913985
HMBS	1.85033312236838	4.50663068054827	19.3186670904008	0.00191208361144777	0.0434567211913985
HOMER3	1.37945943927844	5.98446155314704	19.1543108878496	0.00196339395232756	0.0445257872538796
MICALCL	3.75034862509853	1.28706508059305	19.1361530509246	0.00196916634559648	0.0445257872538796
SLC6A17	3.27237220951388	2.75610688981264	19.1283107280794	0.00197166590414849	0.0445257872538796
PACSIN3	-1.74797844698197	4.61426546371269	19.0979506764041	0.00198137947281639	0.0445257872538796
CCNG1	-1.40504030318531	7.56781557852061	19.0958346090481	0.0019820586992191	0.0445257872538796
VEGFC	1.43481223981241	7.24491041036647	19.0874311676031	0.00198475891872479	0.0445257872538796
MAP3K1	-1.52940612821357	4.57812503754925	19.085686778452	0.00198532000018971	0.0445257872538796
MSTN	-2.27924189096807	4.06169887463956	19.084772008688	0.00198561431345954	0.0445257872538796
SLC8A1	1.57517110614276	7.16512483282039	19.0767656499731	0.00198819253758769	0.0445257872538796
KCTD16	-2.81765902845039	3.03395054744154	19.0634038418132	0.00199250454442803	0.0445257872538796
P2RX6	-2.72945525986463	1.85943374436625	19.0610204482668	0.00199327490530582	0.0445257872538796
MYLIP	-1.85747064573065	3.59513117377586	19.0264245499923	0.00200449850841749	0.0446751437484368
LRIG3	-1.39468564199687	6.41335234832617	19.0136715863645	0.00200865549612963	0.0446751437484368
ZCCHC24	-1.3093145636978	7.96684678639321	19.0064099542245	0.00201102727093782	0.0446751437484368
TMCC2	-1.73941646760816	3.35724842886326	19.0002823176519	0.00201303135306305	0.0446751437484368
STAC	-1.49842517362154	5.35786556582605	18.9832176326981	0.00201862547292995	0.0446751437484368
ARNTL2	2.25688581336604	3.96642443204854	18.9790022009225	0.00202001032421061	0.0446751437484368
WSB1	-1.29149574720633	7.43408487492608	18.9736584385537	0.00202176754011125	0.0446751437484368
FLNC	1.55775561434416	10.6538113501151	18.9550760315781	0.00202789279349547	0.0447059890723343
PGM3	1.46498179147534	8.02259824881706	18.9505197771577	0.0020293981511812	0.0447059890723343
ZNF524	-1.66290314274501	3.5454518270092	18.9373460032382	0.00203375844985662	0.0447333281125672
ITGA11	-1.37263120167752	10.4333063914524	18.9234409702007	0.0020383733355799	0.044766174587368
KCNN4	2.63376612844167	1.98226627303924	18.90503954955	0.00204450039999199	0.0448047981354554
SLC46A3	-1.44140250116853	4.04536131230063	18.8840533687461	0.00205151587884223	0.0448047981354554
MLEC	1.36834632968988	9.15959284375619	18.8760876354083	0.00205418652573237	0.0448047981354554
KARS	1.32873427534954	6.64216237201657	18.8675273864726	0.00205706127989622	0.0448047981354554
TUFT1	-1.9414290707418	5.02898668674435	18.8649498372407	0.00205792786064126	0.0448047981354554
ZNF783	-1.60687289032384	3.83246637768927	18.8429216522529	0.00206535222436411	0.0448047981354554
MLKL	1.98909269729977	2.85335038402337	18.8341154752391	0.00206832950128941	0.0448047981354554
WDR3	1.32758822092052	5.86210798357008	18.8322646050643	0.00206895593491441	0.0448047981354554
FBXL6	1.33027868023262	4.94388310210838	18.8237242601041	0.00207184948072016	0.0448047981354554
DPM2	1.53233101433765	4.29214548701122	18.8112496314613	0.00207608498079844	0.0448047981354554
MARCH8	-1.25391241704428	6.12807562311633	18.8109433272399	0.00207618911439511	0.0448047981354554
BZRAP1	-3.69898445837951	2.4025882646949	18.8067276856749	0.00207762295237974	0.0448047981354554
STX1A	1.80984423000534	3.12469214275275	18.7905944084998	0.00208312155950624	0.0448559253526711
ZNF345	-2.74757418278774	2.39323732368408	18.7550715211039	0.00209529207383743	0.0450503502712183
SFXN1	1.42277536851987	4.96306054138865	18.7423289057365	0.00209967920924093	0.0450770951193475
HLX	1.65952629534702	3.63686197286351	18.6803205277729	0.0021211905580637	0.0454519467794525
HMCN1	-1.67757115024113	6.97874414804424	18.6637822094118	0.00212697377217015	0.0454519467794525
TGFBR1	-1.34930802979084	7.52098171024541	18.6501032157291	0.0021317718352439	0.0454519467794525
SPRY1	-2.27162376452831	3.41452949728978	18.6444693855166	0.00213375184989462	0.0454519467794525
RNF44	-1.42643652915533	4.46637331250524	18.6412161058768	0.0021348962519989	0.0454519467794525
HPCAL1	1.57460946096587	5.66542152727596	18.6376376232272	0.00213615592562241	0.0454519467794525
LRRC15	1.7418880677079	7.39334089522964	18.622778400268	0.00214139639618504	0.0454959492113921
FRMD6	1.50575272935597	10.2886160884096	18.5596461192801	0.00216383930911108	0.0458490290374079
DNAJB5	1.49434423135864	6.00057318683552	18.5538232054094	0.00216592389299404	0.0458490290374079
ALYREF	1.62412696318513	5.91783548447952	18.5491287947324	0.00216760628180479	0.0458490290374079
NOXA1	-4.66502168572422	0.785347491939964	18.5159896243578	0.00217952874693706	0.0460333162884012
KIAA1614	-1.63891800587555	3.72394982223619	18.4927255197667	0.00218794685375967	0.0460608079511646
PARP9	-1.53097854931822	3.75508955160137	18.4829425278705	0.00219149881218177	0.0460608079511646
C9orf46	1.85468526840488	3.43901008241706	18.480472076588	0.00219239689653862	0.0460608079511646
ADCK3	-1.47347128888171	4.03620948481038	18.4769510143256	0.00219367769546373	0.0460608079511646
PPAPDC1A	4.59735818177631	4.06413039672477	18.4501433263672	0.00220345943881444	0.0461985552807572
NICN1	-1.52982427871041	3.9281925335645	18.430365873476	0.00221071048421541	0.0462829183272016
PDCD4	-1.41557564158527	6.52700659124246	18.4164923851053	0.00221581453342106	0.0463221519297251
TTC4	1.33535519309019	5.20352837869446	18.4030562351587	0.00222077156100018	0.0463582022653619
IGFBP3	1.44957980273083	14.7343339640352	18.3551555524897	0.0022385554438889	0.0466548167962556
KIFC3	1.36359360708575	6.32348676024188	18.347303856994	0.00224148725839343	0.0466548167962556
BDH2	-2.00194550361958	4.75262149022001	18.312101002782	0.00225469038849373	0.0468076352641963
MAP3K12	-1.28368622084273	5.69341538217894	18.3060728747346	0.00225696090834899	0.0468076352641963
SDK2	2.61872773232278	3.37480922082141	18.2961991919881	0.0022606859745776	0.0468076352641963
C15orf61	-1.77133331860222	4.12755837871275	18.2851679103293	0.0022648567528236	0.0468076352641963
LPIN3	-1.26900885574823	5.44191179390526	18.2785664304299	0.00226735722704474	0.0468076352641963
FIG4	-1.3687917800993	4.83570645099283	18.2665026138494	0.00227193550840214	0.0468076352641963
LMO7	-1.39368078059461	10.0313098427574	18.2389653277212	0.00228242888856032	0.0468076352641963
KIAA0240	-1.26839818399663	5.55420120665206	18.2375054192962	0.00228298687093353	0.0468076352641963
EMX2	-1.38098298166062	7.07904311759162	18.2202666602482	0.00228958834104992	0.0468076352641963
WDR76	2.01553159460868	3.10528573489359	18.2179504406731	0.0022904771172671	0.0468076352641963
MMP16	2.48158627640379	6.00582408924964	18.214229445325	0.00229190582389593	0.0468076352641963
PSMC4	1.4853025175198	6.3869201729871	18.2037554125315	0.00229593332625573	0.0468076352641963
COL8A1	-1.4825453564625	11.6759485884378	18.2025795379621	0.00229638602198176	0.0468076352641963
GPR56	2.94469601901773	2.34313232786228	18.1996171964438	0.00229752697183219	0.0468076352641963
YPEL3	-1.67124210453282	5.26164491181967	18.195833598454	0.00229898524776291	0.0468076352641963
SNX33	-1.24132859150657	6.41947477916295	18.1904770384995	0.00230105173009263	0.0468076352641963
SDC4	1.32545053283802	9.14591298415355	18.1712970915218	0.00230846990559732	0.0468499142618061
SLC20A2	1.48697877180783	7.76606004678749	18.1682171972433	0.00230966385768753	0.0468499142618061
TMEM70	1.31110748122969	5.01032646192293	18.1487853821983	0.00231721440278419	0.046852644564029
DRG1	1.29567721322627	5.41659601054496	18.1409197699	0.00232027937648572	0.046852644564029
SGMS1	-1.4679035522416	6.19679217480309	18.1358572558462	0.00232225472161244	0.046852644564029
CLMP	1.52541253791367	9.1177540019748	18.1277321767354	0.00232542939305788	0.046852644564029
ARHGEF2	-1.27772784241033	7.71472091729897	18.1258219286335	0.00232617655257829	0.046852644564029
CAP1	1.34000996276759	7.9383767038336	18.1175874691885	0.00232940070944513	0.046852644564029
PCMTD1	-2.08896236755091	6.1367357582307	18.1027749310994	0.00233521437817639	0.0469037946742684
PFDN6	1.46931624789973	5.19962673489317	18.0546650350068	0.00235422069105512	0.047215123945399
NIPAL2	-1.61307729100947	5.22887454666869	18.0469175031391	0.00235729926399175	0.047215123945399
INHA	-2.81610223899143	1.49467123164102	18.0216172772861	0.00236738728738282	0.0473510475430364
MTFR1	1.30379476995397	5.27258028548964	18.0084226674102	0.00237266955657035	0.0473906046111078
SPRYD3	1.56216204829428	7.22343760178332	17.9970978112883	0.00237721490691381	0.0473963976885689
PSMA6	1.33665613166625	6.93873400738145	17.9860970535683	0.00238164047566303	0.0473963976885689
HK1	1.34860286531934	7.96950977189616	17.9788919461769	0.00238454458079969	0.0473963976885689
BCAS3	-1.53954460640957	3.6469935588424	17.974840650289	0.00238617942480627	0.0473963976885689
ARFGAP1	1.26179604366332	5.98907175385841	17.9494334508267	0.00239646376240052	0.0475348365374631
RANGAP1	1.36220868214782	7.40540042022888	17.8977974459183	0.00241753419101046	0.0477334707196561
ABCE1	1.50545381421657	5.01140635596734	17.8972219799285	0.00241777029993004	0.0477334707196561
SLC4A4	2.67959128323231	6.90368202575509	17.8890345877103	0.00242113260533557	0.0477334707196561
FSIP1	-2.38899496823282	2.03494173145961	17.8843996235046	0.00242303859934983	0.0477334707196561
LIF	2.37022878861434	2.09235843649067	17.883889916195	0.00242324831468979	0.0477334707196561
MYO15B	-2.6288487308091	1.81181975654486	17.8761183303181	0.00242644865453101	0.0477334707196561
RAD51	2.25692453426885	2.49968085630559	17.8492144998884	0.00243756803713573	0.0478370533625665
POLR3A	1.22609299502366	5.85252986076006	17.8472426700037	0.00243838546879828	0.0478370533625665
SSBP2	-1.41948282288751	4.1618843828081	17.8314386675914	0.00244494933811156	0.0478608023874515
TMEM104	1.72023417770043	3.20642738472798	17.8265062396953	0.00244700238720422	0.0478608023874515
ISG20L2	1.31136797943703	5.71033564867986	17.8191355534335	0.00245007429360937	0.0478608023874515
GNAI1	-1.64026126800991	5.61437595894639	17.8122570108552	0.00245294538419754	0.0478608023874515
SMAP2	1.48573750033735	4.51103270430053	17.7829927571526	0.00246520676263953	0.0480346877486596
CDCA5	2.03105295159985	2.48766022255745	17.7490718347883	0.00247951408206738	0.0482479124164563
TDRD6	-6.81052527551882	0.64898265115775	19.5474320901138	0.00248805470107058	0.0483484992792049
UMPS	1.27358920031392	5.47726383850353	17.7086785830707	0.00249668533033231	0.0484505606526329
ING4	-1.44198588058382	5.08976275066561	17.6935832114044	0.0025031400742008	0.0485050261688617
ZBTB44	-1.35182864347396	5.21235615534651	17.6863121973924	0.0025062564947442	0.0485050261688617
NUPL1	1.29930130930982	6.57939482339403	17.6720088325743	0.00251240103774983	0.0485130280020646
SRA1	1.59092458954005	6.32932612312036	17.6648094307575	0.00251550084672574	0.0485130280020646
CTIF	-1.24640425942348	8.09318767450518	17.6570514988403	0.00251884642738752	0.0485130280020646
EHD4	1.37713239218918	4.51910853540487	17.6482918729731	0.00252263059213052	0.0485130280020646
OSBPL1A	-1.24581715791237	5.44621864285994	17.6419818203861	0.0025253608900497	0.0485130280020646
LONRF1	-1.49161740394437	3.81472481305888	17.6382741322276	0.00252696687243165	0.0485130280020646
TENC1	-1.20894280739601	6.47475346411312	17.6132407856786	0.00253784311545881	0.0486566953459824
PDCD11	1.22930342914872	6.76110665474455	17.5737757756834	0.00255510714812556	0.0489222851952852
TTC18	-2.78689316187959	2.0312426407452	17.5537879610123	0.00256390617287324	0.0489680071679541
CDK3	-1.72198405232117	3.24928333230835	17.548302291991	0.00256632761231288	0.0489680071679541
NRBP2	-1.4406241673023	4.15932021005269	17.5451083696734	0.00256773874836493	0.0489680071679541
TNFRSF14	-2.32785977191103	2.69526628235014	17.5217632760146	0.00257808220851059	0.0490999693920987
DNAJC3	1.50712359144437	6.14811142430133	17.4665806215748	0.0026027371711993	0.0495037848437256
ARSJ	1.293507755757	7.15502688301767	17.4274793313329	0.00262038357896301	0.0497734051733887
PGK1	1.95918956158024	7.8318973817932	17.4153839139586	0.00262587213919943	0.0498005808846417
RAPGEF6	-1.71298882630219	5.94539510894597	17.4090334564324	0.00262875948188228	0.0498005808846417
SLC22A4	1.58497273028691	3.41791421989014	17.3368664788529	0.00266184847680464	0.0503598813294996
SLC17A9	1.8956925607791	4.30119921758197	17.3293901176911	0.00266530576173839	0.0503598813294996
C1QTNF6	-1.43447162315216	3.94385662789106	17.3186363172486	0.00267028835957908	0.0503865856671923
H1FX	-1.48157192750043	5.64284112587622	17.304995471188	0.00267662518429977	0.0503865856671923
SNRPD1	1.54150211606967	3.99281399811618	17.3036322513011	0.00267725948528	0.0503865856671923
PBXIP1	-1.21352543380367	6.84934782071298	17.2878995594485	0.00268459329722831	0.0504583911868299
KIAA1244	-2.89091299359197	4.65055206548721	17.2663089553188	0.00269469821421836	0.0505147404261823
KCNK9	7.8382538636858	1.49973537876709	18.9985703229084	0.00269777382506489	0.0505147404261823
BACE2	1.2232961228242	5.84071476077144	17.2589385122026	0.00269815850822507	0.0505147404261823
TBX2	1.85723815849594	3.23078935936937	17.2225331239513	0.00271533091856822	0.0507515914517397
SMYD3	1.81892911986541	5.9859274527452	17.2171378624541	0.00271788733246887	0.0507515914517397
KIAA1609	1.36451701120907	4.91423316526873	17.1700293179539	0.00274033533707923	0.0510348473364842
ADAMTS14	1.44541901422816	5.64698826151558	17.1565991908141	0.00274677692102684	0.0510348473364842
C8orf33	1.55995522628313	4.47490370656744	17.1501996979173	0.00274985293182671	0.0510348473364842
OXTR	1.27767756043448	5.73487221592262	17.148150981074	0.00275083857673074	0.0510348473364842
EPHB4	-1.25181372664094	5.39386985475575	17.1481276567676	0.00275084980064865	0.0510348473364842
BAG1	1.39880969372657	5.12856465198293	17.1249522869804	0.00276203005170756	0.0511760632707211
RAB7L1	-1.69651295746837	5.59867957303013	17.1098962204228	0.00276932347213699	0.0512449908566665
RNASEL	-1.47355730889257	4.36555903863112	17.0752527466788	0.00278619591262798	0.0514907675038632
LDHA	1.87251200163621	11.2016079393774	17.0614258420836	0.00279296547723328	0.0515494438983301
INHBA	2.00366536159262	7.71881051611971	17.0269914087523	0.00280991285417016	0.0517878843704422
ZNF277	-1.51364124639892	3.73864468475983	17.0153051967963	0.00281569323339696	0.0517878843704422
PNPLA2	-1.3909334204432	6.20445408560895	17.0132369411223	0.00281671778878355	0.0517878843704422
LRRC16A	-2.18163994460687	3.49259303379703	16.9952660028116	0.00282563949354139	0.0518853981778196
PRKAR2A	1.34402390849542	5.6133899678306	16.9818000154998	0.00283234759006623	0.0519420675052939
DDX26B	-1.61765660875136	3.57505446400756	16.9670323889408	0.00283972672740716	0.0520108825003143
WDR77	1.24599823503907	6.02729454783158	16.948891776495	0.00284882381808829	0.0521109469071482
SLC40A1	-3.78300344322016	2.49588734469481	16.9365363093524	0.00285504040590642	0.0521581330714701
C1orf21	-1.32555098052115	5.64000436909732	16.8944686854702	0.00287633253615479	0.0524802606882899
XAF1	-1.77099813279863	3.22028901159153	16.8649589154264	0.00289138574952629	0.0526622453246235
CNNM3	-1.41605901534062	3.98901136608229	16.8587648271019	0.00289455775845009	0.0526622453246235
CLPB	1.50689521847619	3.917157722851	16.8533715546479	0.00289732316861641	0.0526622453246235
CPT1B	-1.95406142949929	2.580966162326	16.8438231896359	0.00290222711752175	0.0526807420832025
RASD2	4.70149415091262	0.886287639367355	16.8370971978975	0.00290568767783371	0.0526807420832025
SERPINE1	1.98238350551099	13.1835261407624	16.8076747945723	0.00292088571460252	0.0528894217589832
NRAS	1.20985254025102	7.10964835771445	16.7965538643144	0.00292665575133943	0.0529270745648913
WDR65	-3.36043160644023	1.26329291496228	16.7889403185076	0.00293061411983513	0.0529319106959139
AKR1C3	-2.26892677433211	3.64579956268497	16.7656772882408	0.00294274987217269	0.0530842464362624
HN1L	1.43233465697985	4.70298725855695	16.7521408985363	0.00294984004650265	0.0531452966167016
RASSF2	-2.11429887881351	5.80700779259394	16.7202513245069	0.00296662695497262	0.0533806739789991
DNAJA1	1.37829949178232	4.08781170678385	16.7082092056344	0.00297299669587533	0.0534282526510627
TPBG	-1.20148720399785	7.13362891259515	16.678697492538	0.00298867864515078	0.053642854130297
GRWD1	1.60535863920475	6.01093846253342	16.6625972666353	0.00299727707045751	0.053729938084289
VIT	-1.27286192050952	5.14998698193761	16.6466973017249	0.00300579855348569	0.0538154270356284
APCDD1L	2.06397469783705	6.63321868382331	16.6155490580419	0.00302257916350217	0.0540368136372192
ELOVL6	2.10411332412022	5.67199205143672	16.6097800056455	0.00302569983618207	0.0540368136372192
FKBP4	1.52295552518806	4.94438751191076	16.58474751289	0.00303928693555582	0.0541812516686211
NES	1.40971212285299	6.18727154591068	16.5793810962654	0.00304220951498807	0.0541812516686211
HMOX2	1.21182780639165	6.01936247267147	16.5740402822437	0.00304512159855719	0.0541812516686211
CCND3	1.47707844110045	5.48054462429535	16.5470620731782	0.00305988422907389	0.0543764556742858
C14orf182	2.8071459971665	2.01077442212339	16.539764325775	0.00306389278084203	0.054380304913435
SLC39A14	1.18502379728683	7.03216190112728	16.5252598705105	0.00307187915436602	0.0544546587796824
EIF6	1.62564841607879	5.83497929376521	16.5101228042155	0.00308024129336709	0.0544845956780615
TCOF1	1.30051159193319	5.86974550019582	16.50845133489	0.00308116638274234	0.0544845956780615
HPRT1	1.36031712803429	4.6183903439218	16.4658213270376	0.00310487676240221	0.0548315143373457
ATIC	1.22699827367277	6.56526635501144	16.4594641410057	0.00310843184968008	0.0548315143373457
HEXDC	-1.80948659059188	2.88158579201391	16.4307223082163	0.00312456785611561	0.0550154693129529
ARRDC4	1.24399231191499	5.85573086223216	16.4215285562201	0.00312975116933358	0.0550154693129529
FOXO4	-1.66888570206762	3.25465048461989	16.4167905043464	0.00313242656654866	0.0550154693129529
MTSS1L	-1.25161006235196	6.33589599613879	16.4136431567922	0.00313420531543704	0.0550154693129529
HOXA10	-1.2588126010404	6.36992594081575	16.3591205254095	0.00316521818348245	0.0554822864203996
EIF2S1	1.21583022291361	7.64090410824229	16.3533245180472	0.00316853724135745	0.0554822864203996
ODF2	1.17956769568618	6.34055130815668	16.3309779858894	0.00318137419673629	0.0556391309212136
TBL1XR1	-1.28852129780758	7.30614959524449	16.3171903697732	0.00318932654166727	0.0557102703216204
SLC2A12	-2.31664395642943	2.3462890724919	16.3040817086413	0.00319691006722677	0.0557139359851684
SLC16A1	1.20336994794676	7.57264947767044	16.3032243392165	0.00319740684195167	0.0557139359851684
CDCA7	3.72260279035943	0.825367810739063	16.2966983895193	0.00320119121761235	0.0557139359851684
SCN8A	-1.55020290683928	6.16377592129422	16.2766254146858	0.00321286620311728	0.0558493505683696
SEC24A	1.26926823561196	7.20123379431337	16.2482192767601	0.00322947801642037	0.0560085695744992
WDSUB1	-1.76026901606425	3.1595601629529	16.2476080491444	0.00322983662492928	0.0560085695744992
WDR19	-1.50791071091159	5.66177454422886	16.2279895838138	0.00324137299371833	0.0561407368392688
ZNF233	-2.8342796353562	1.32711647084722	16.2011025407719	0.00325726636278887	0.0563063983328368
KLF9	-1.43775839189582	4.98394892029753	16.1985331182227	0.0032587902249672	0.0563063983328368
CIRH1A	1.29046170207582	6.20491750618924	16.169321600726	0.00327617694733668	0.0564543066845144
SLC4A3	-1.43003213209045	3.95595718909879	16.1681367070252	0.00327688461270207	0.0564543066845144
PPM1G	1.26050862670916	7.38968972852856	16.1608751352588	0.00328122563788991	0.0564543066845144
ACP6	-2.41564042768007	1.76588934240788	16.1547433514761	0.00328489680057617	0.0564543066845144
ZNF462	-1.70683144530204	4.15589686039214	16.1511785675451	0.00328703340642699	0.0564543066845144
CYS1	-2.72160712807721	1.89326465880252	16.1131906744953	0.00330990899014595	0.0567717589895589
FIBIN	-1.63684679614332	4.6043414849026	16.1073651719103	0.00331343436819335	0.0567717589895589
WNT2	2.32166236089114	3.64968482900058	16.0935096351718	0.00332183788094826	0.056847824642815
PAQR6	-2.96221155646114	1.19757327394161	16.0844044231949	0.00332737461709163	0.0568747072511455
MAP2K3	1.34790756559208	7.65456489949009	16.0451076129356	0.00335140158458499	0.0572172025292064
CNGA3	3.45993252063913	1.40176905685476	16.0369392421748	0.00335642279231305	0.0572347910399066
MBOAT1	-3.1157289940241	2.31759872312314	16.0078781951253	0.00337436253559646	0.0574723671294404
HECA	-1.29671607286692	5.96797079177402	15.9870333854644	0.00338730329326411	0.0575884113644481
MEF2C	1.65496809857552	3.9082122083512	15.9839750410972	0.00338920711188859	0.0575884113644481
LCA5	-2.03881024396246	2.31245379196723	15.969862107808	0.00339800955490875	0.0576038380125172
GRSF1	1.22829540464362	7.57112141195832	15.9696397756327	0.00339814845258975	0.0576038380125172
MLX	1.40349822417114	6.43544498282612	15.9452325958915	0.00341343910794974	0.0577784986617721
SH3BP1	1.47578037151158	4.92377170921126	15.9403474156022	0.00341650978768445	0.0577784986617721
KCNQ5	2.006613872535	5.58362801088968	15.9306900870259	0.00342259014735771	0.0578131511227996
NAV1	1.17726509849774	7.61798047749599	15.893669584137	0.00344602288221102	0.0581404872397509
CD82	1.32483871029342	4.48251304734471	15.8787151522419	0.00345554472156943	0.0582326284982694
LIPT1	-2.11018174453872	2.16414573529329	15.8646436001483	0.00346453411298544	0.0583017011900132
APLN	3.11077849184277	2.85103981090201	15.859582640264	0.0034677742915474	0.0583017011900132
NOP14	1.16204636883517	6.13615120548508	15.8332229323144	0.00348471123564876	0.0584988788230804
JMJD4	1.48620802497163	5.56041638332856	15.8286488114238	0.0034876606508426	0.0584988788230804
SURF4	1.28005758942441	9.74098846791841	15.804570993369	0.00350323709551644	0.0586914990500015
EPB41L2	-1.26960545452273	7.42735846361877	15.7897509349657	0.00351286724595747	0.0587841647307772
C12orf4	1.22751648155286	5.8644059757012	15.7821415999263	0.00351782453990239	0.0587985101710259
P4HA2	1.18248291844714	8.3913260053209	15.7439697811635	0.00354282338516818	0.0591474157935936
SLC35B1	1.53475470093011	6.13202494063944	15.7176632196525	0.00356017947626064	0.0592330108735521
THRB	-1.87993019614841	6.5709628480101	15.7111184582008	0.00356451377627463	0.0592330108735521
PLOD2	1.52066355061486	8.61738281478011	15.7094950759423	0.00356558987809532	0.0592330108735521
BZW1	1.21388647195929	6.01306467939578	15.7080677879702	0.00356653632526773	0.0592330108735521
ANK2	-1.60972500970982	5.37347285961344	15.7049542637881	0.00356860200786201	0.0592330108735521
B3GALT4	-2.60948736425273	1.89887922051172	15.6879568143452	0.00357990514883621	0.059351930334636
TRIP13	1.65071586854418	2.96284790705683	15.6561874603042	0.00360115032600065	0.0596352157334588
CSTF2	1.32552767857382	4.5411449132674	15.6332713333102	0.00361657184503772	0.0598214136867299
